id,status,source_domain,sentence,prelabel_rule_v4,prelabel_sonnet46,unaligned,comment,human_spans
1937-s0010,todo,人工智能招聘, 4、具备至少1个大型数据库或大数据实施项目经验，有团队合作精神;,大型数据库或大数/K | 团队合作精/T,大型数据库/K | 大数据/K | 团队合作精神/T,,补全半词；拆开并列,
1937-s0011,todo,人工智能招聘, 5、具有较强的工作责任心，良好的沟通和协调能力，严谨、细致、踏实的工作作风和积极主动的工作态度；,沟通和协调能力/T,工作责任心/T | 沟通/T | 协调能力/T,,拆开并列；踏实严谨是描述词不标,
1937-s0012,todo,人工智能招聘,语言表达能力强，逻辑思维能力强，思路清晰；,语言表达能力强/T | 逻辑思维能力强/T,语言表达能力/T | 逻辑思维能力/T,,去掉强字,
1937-s0013,todo,人工智能招聘, 6、英文CET-4及以上，具有PMP等认证优先。,英文CET-4及以上/L,英文/L | CET-4/K | PMP/K,,语种与证书分开；CET-4是证书归K,
1938-s0005,todo,人工智能招聘, 任职资格： 1.热爱销售工作，13年销售经验优先，较强的市场洞察力；,热爱销售工作/T | 市场洞察力/T,市场洞察力/T,,热爱是口号不标；年限不标,
1938-s0007,todo,人工智能招聘, 3.企业高端项目渠道相关课程或产品推广经验优先；,产品推广经验/S,产品推广/S,,经验不标,
1938-s0008,todo,人工智能招聘, 4.性格开朗，思维敏捷，喜欢与人交流，具有良好的语言表达及沟通能力；,交流/T | 良好的语言表达及/T,语言表达/T | 沟通能力/T,,性格描述不标；拆开并列；交流与沟通重复,
1939-s0000,todo,人工智能招聘,岗位职责： 1、需求设计：进行业务需求分析以及系统架构、业务交互以及应用流程设计；,业务需求分析以及/S | 系统架构/S | 业务交/S | 应用流程设计/S,需求分析/S | 系统架构/S | 业务交互/S | 应用流程设计/S,,岗位职责需拆分；补全半词；业务是定语,
1939-s0001,todo,人工智能招聘, 2、开发测试：平台系统前后端代码编写、与关联系统接口集成开发、系统测试；,开发测试：平台系/S | 集成开发/S | 系统测/S,代码编写/S | 接口集成开发/S | 系统测试/S,,补全半词，拆分独立技能,
1939-s0002,todo,人工智能招聘, 3、项目实施：联络中心平台和智能语音平台规划建设和系统上线、系统资源规划与协调、项目管理；,联络中心平台和智/S,平台规划建设/S | 系统上线/S | 系统资源规划/S | 项目管理/S,,补全半词，拆分具体技能,
1939-s0003,todo,人工智能招聘, 4、产品运营：联络中心平台产品和智能语音等产品的业务效果优化分析、业务流程优化设计、用户量提升方案策划等，持续优化产品，提升竞争力；,业务效果优化分析/S | 持续优化产/S,业务效果优化分析/S | 业务流程优化设计/S | 方案策划/S,产品优化,补全半词，拆分并列技能,
1939-s0004,todo,人工智能招聘, 5、新技术引入：根据业务需求及行业最新发展，进行呼叫中心平台和智能语音新技术/新产品调研，POC验证及引入可行性评估；,呼叫中心平台和智/S,POC验证/S | 可行性评估/S,技术调研,去掉半词，提取实际技能,
1939-s0007,todo,人工智能招聘, 2、有保险金融行业的背景知识更优；,保险金融行业的背/K,保险/K | 金融/K,,补全半词，拆分领域知识,
1939-s0008,todo,人工智能招聘," 3、有IT系统相关产品（如：呼叫中心平台、智能语音）研发、调研选型、规划建设等工作经验者优先 4、良好的沟通与表达能力,思维活跃，有较强逻辑分析能力与创新能力",研发/S | 调研选型/S | 沟通与表达能/T | 逻辑分析能力与创/T,研发/S | 调研选型/S | 规划建设/S | 表达能力/T | 逻辑分析能力/T | 创新能力/T,沟通能力,补全半词，拆分并列软技能,
1940-s0001,todo,人工智能招聘, 2、负责底盘电子EPS等电子控制单元与整车CAN接口设计，诊断相关的协同工作；,底盘电子EPS等电子/S | 协同工作/T,CAN接口设计/S | 诊断/S,,去掉半词和软技能宣传词，保留具体技能,
1940-s0002,todo,人工智能招聘, 3、负责EPS，集成ADAS，APA横向控制功能的标定匹配，测试验证，开发过程中的问题改善，售后问题协助；,APA横向控制功能的/S,EPS/S | ADAS/S | APA/S | 标定匹配/S | 测试验证/S,,去掉半词，拆分工具和技能,
1940-s0003,todo,人工智能招聘, 4、负责对标车型底盘电控系统的整车架构设计的对标研究；,底盘电控系统的整/K,底盘电控系统/K | 整车架构设计/K,,补全半词，拆开并列,
1940-s0004,todo,人工智能招聘, 5、负责建立自动驾驶的决策执行解决方案，底盘冗余执行方案设计。,建立自/S | 决策执行解/K | 底盘冗余执行方案/K,自动驾驶/K | 决策执行/K | 底盘冗余执行方案设计/K,,不标建立动词，补全半词,
1940-s0006,todo,人工智能招聘, 2、熟悉底盘电控产品的开发模式及验证流程；,底盘电控产品的开/K,底盘电控产品/K | 开发模式/K | 验证流程/K,,补全半词，拆开并列,
1940-s0007,todo,人工智能招聘, 3、熟悉整车CAN规范及底盘零部件的基本设计；,整车CAN规范及底盘/K,整车CAN规范/K | 底盘零部件/K,,补全半词，拆开并列,
1940-s0008,todo,人工智能招聘, 4、至少5年以上底盘电控转向系统项目开发经验，有在主流OEM从事完整的底盘电控开发项目的经历；,底盘电控转向系统/S | 底盘电控开发项目/S,底盘电控/K | 转向系统/K,,删掉年限，拆开能力对象,
1941-s0000,todo,阿里云公开数据集,['1.负责设备生命周期管理，提高设备资产综合效率；,设备生命周期管理/S | 设备资产综合效率/S,设备生命周期管理/S,,删掉效率结果指标,
1941-s0001,todo,阿里云公开数据集,"', '2.负责设备投入前期管理，主要跟进设备规划、设计、选型、购置、安装、调试(试车)、验收、试运行或投入运行、接管等工作；",跟进设/S | 规划/S | 设计/S | 选型/S,设备规划/S | 设计/S | 选型/S | 购置/S | 安装/S | 调试/S | 验收/S,,不标跟进动词，补全半词，拆开并列,
1941-s0002,todo,阿里云公开数据集,"', ' 3.负责设备运维管理，主要跟进设备使用、保养防护、检查（点检、巡视、岗检）、系统升级、维修、故障（事故）应急、更新改造（变更）、再制造、报废处置等工作。",设备运维管理/S | 设备使用/S | 保养防/S | 系统升级/S | 维修/S | 更新改造（变更）/S | 再制造/S | 报废处置/S,设备运维管理/S | 设备使用/S | 保养防护/S | 检查/S | 点检/S | 巡视/S | 岗检/S | 系统升级/S | 维修/S | 更新改造/S | 再制造/S | 报废处置/S,故障应急,补全半词，拆开并列，去掉括号注释,
1941-s0004,todo,阿里云公开数据集,"', ' 2.持相关职业资格证书或相关工作经验优先。",[],[],,资格证书属岗位筛选条件，不标,
1942-s0000,todo,阿里云公开数据集,['\xa0\xa0 2）负责车载智能装备方案制定，包括与车载设备的接口、传感器安装、布线、硬件设备选型等。,车载智能装备方案/S | 接口/K | 传感器安装/K,方案制定/S | 接口/K | 传感器安装/S | 布线/S | 硬件设备选型/S,,拆分并列能力，车载智能装备是对象不标,
1942-s0001,todo,阿里云公开数据集,负责现场实施及后续运维。,现场实施及后续运/S,现场实施/S | 运维/S,,补全半词，拆开并列,
1942-s0003,todo,阿里云公开数据集,"\xa0\xa0', '\xa0\xa0 1）了解图像处理、机器视觉、模式识别等方面专业知识，有图形、图像软件方面实际使用经验；",图像处理/K | 图像软件方面实际/S,图像处理/K | 机器视觉/K | 模式识别/K,,领域知识归K，图像软件使用经验是半词且过长,
1943-s0003,todo,阿里云公开数据集,同时为线上线下商家提供小程序和专业商城系统；,小程序和专业商城/K,小程序/S | 商城系统/S,,拆开并列工具,
1943-s0005,todo,阿里云公开数据集,"', '1、有跨境电商行业招商或销售或代购的（有母婴、化妆品、保健品、轻奢品、个护用品）行业销售经验优先', '2、通过公司提供的营销工具、客户资源及网络渠道，获取潜在的平台客户、实体店客户、微商客户', '3、根据客户需要，为客户提供优质的进口商品（母婴、化妆品、保健品、轻奢品、个护用品）；",跨境电商行业招商/S | 销售经验优/K | 提供的营销工具/S | 实体店客户/K | 微商/K,招商/S | 销售/S | 代购/S,,只标可执行技能，行业和经验不标，营销工具是公司提供的不标，客户类型不是能力,
1944-s0000,todo,阿里云公开数据集,['我司诚聘IT运维主管，要求为人正直正派，对工作有强烈的责任感，认真细致的工作作风，具有较好的沟通能力，抗压力能力，认真负责的工作态度。,沟通能力/T | 抗压力/T,责任感/T | 沟通能力/T,抗压能力,抗压力改为抗压能力,
1944-s0001,todo,阿里云公开数据集,"', '职责：', '1、 负责网站搭建和优化，熟悉阿里云ECS等系统；",网站搭建和优化/S | 阿里云ECS等系统/K,网站搭建/S | 优化/S | 阿里云ECS/S,,拆开并列，阿里云ECS是具体工具归S,
1944-s0002,todo,阿里云公开数据集," ', '2、 运维自动化部署开发与测试；",运维自动化部署开/S,运维自动化/S | 部署/S | 开发/S | 测试/S,,补全半词；拆分并列,
1944-s0003,todo,阿里云公开数据集," ', '3、 管控公司阿里云平台，独立站等；",管控公司阿里云平/S,管控/S | 阿里云/S,,补全半词；平台、独立站是工作对象不是技能,
1944-s0007,todo,阿里云公开数据集," ', '7、 根据客户需求和市场的变化，对公司的产品和服务提出改进意见。",市场的变化/K | 产品和服务提/K,[],,市场变化、产品服务是工作内容不是能力要求,
1945-s0001,todo,阿里云公开数据集,"', '2、 负责新的信息化项目的推进及各信息系统规划和技术维护；",项目的推进及各信/S,信息化项目/K | 信息系统规划/K | 技术维护/S,,补全半词；推进是动词不标,
1945-s0002,todo,阿里云公开数据集,"', '3、管理、维护公司的ERP、CRM、PDS、HR系统；",管理/S | 维护公/S | HR系/K,管理/S | 维护/S | ERP/S | CRM/S | PDS/S | HR系统/S,,补全半词；系统都是工具归S；拆分并列,
1945-s0005,todo,阿里云公开数据集,负责依据公司实际需求，修改、完善信息系统。,修改/S | 完善信/S,修改/S | 完善/S | 信息系统/K,,补全半词,
1945-s0006,todo,阿里云公开数据集,"', '5、 负责公司各信息系统数据库的备份、信息系统的技术安全；",信息系统数/K | 信息系统的技术安/S,数据库/S | 备份/S | 技术安全/K,,补全半词；数据库是工具S；技术安全是领域知识K,
1945-s0008,todo,阿里云公开数据集,"', '\xa0', '任职要求：', '本科以上学历，网络、信息管理、计算机相关专业，有多年相关工作经验；",网络/K | 信息管理/K,本科以上学历/K | 网络/K | 信息管理/K | 计算机/K,,补充学历；专业归K,
1946-s0001,todo,阿里云公开数据集,"', '任职资格：', '1、掌握充换电柜设备的原理及实际操作；",充换电柜设备的原/K,充换电柜设备/S,,设备操作属于可执行技能S，补全半词,
1947-s0000,todo,阿里云公开数据集,"['岗位职责：', '1、负责系统硬件和软件的安装、测试及网络维护；",系统硬件和软件的/S,安装/S | 测试/S | 网络维护/S,,拆开并列技能，删掉半词,
1947-s0001,todo,阿里云公开数据集,"', '2、负责ERP系统数据库管理和数据备份；",ERP系统数据库管理/S,ERP/S | 数据库管理/S | 数据备份/S,,ERP是工具S，拆开技能,
1947-s0003,todo,阿里云公开数据集,"', '4、负责系统网络以及数据的安全管理；",系统网络以/K | 数据的安全管理/S,网络/S,数据安全管理,补全半词，拆开并列,
1947-s0004,todo,阿里云公开数据集,"', '5、负责监控系统、温湿度等相关设备的运行和维护管理；",监控系统/K | 温湿度/K | 运行和维护管理/S,监控系统/S | 运行/S | 维护管理/S,,监控系统是工具S，温湿度是设备参数不是能力要求,
1947-s0006,todo,阿里云公开数据集,"', '7、负责对各岗位用户权限的使用情况进行检查与监督；",检查与监督/S,检查/S | 监督/S,,拆开并列技能,
1947-s0007,todo,阿里云公开数据集,"', '8、负责机房的人员进出管理、设备、安全、卫生管理。",机房的人员进出管/S | 卫生管理/S,人员进出管理/S | 卫生管理/S,设备管理 | 安全管理,补全半词，拆开并列管理职能,
1947-s0011,todo,阿里云公开数据集,"', '4、了解ERP软件、服务器、安全设备等的安装、调试、运维，能进行基本安装调试；",ERP软件/K | 服务器/K | 安装/S | 调试/S | 运维/S | 基本安装调/S,ERP软件/S | 服务器/S | 安全设备/S | 安装/S | 调试/S | 运维/S,,ERP软件、服务器是工具S不是K，删掉半词基本安装调,
1947-s0012,todo,阿里云公开数据集,"', '5、熟悉计算机硬件及日常故障排查；",计算机硬件及日常/K,计算机硬件/K | 故障排查/S,,补全半词；拆开两个能力,
1947-s0013,todo,阿里云公开数据集,"', '6、能独立安装电脑及周边设备，打印机、扫描仪等；",安装电脑及周/S,安装电脑/S | 打印机/S | 扫描仪/S,安装周边设备,补全半词；拆开并列工具,
1948-s0000,todo,阿里云公开数据集,['1、全面组织及管理公司IT、运维和信息化技术工作，包括技术层面的整体运营，系统运维及体制搭建、技术指导、支持和管理；,组织及管理公/S | 信息化技术工作/K | 技术层面的整体运/S,组织/S | 管理/S | 运维/S | 信息化/K | 系统运维/S | 技术指导/S | 支持/S,,补全半词；拆开并列技能；移除职责性整句,
1948-s0001,todo,阿里云公开数据集,"', '2、参与公司信息化项目的决策，指导、审核项目总体技术方案，对项目进行质量评估；",项目的决策，指导/S | 质量评估/S,信息化/K | 指导/S | 审核/S | 质量评估/S,,补全半词；拆开并列；移除决策等非技能词,
1948-s0002,todo,阿里云公开数据集,"', '3、建立和完善公司IT相关的规章制度和工作流程，不断推动信息技术创新和流程优化，持续提升公司整体技术能力；",IT相关的规章制度/K | 信息技术创新和流/S | 技术能力/K,IT/K | 规章制度/K | 工作流程/K | 技术创新/S | 流程优化/S,,补全半词；拆开并列,
1948-s0004,todo,阿里云公开数据集,"', '5、负责公司的整体信息安全性，编制和完善公司数据标准及信息保密制度，制定信息系统安全及灾难恢复的政策和程序，并监督公司及分公司的信息系统设备、网络设备的保护保养；",编制和完善公/S | 数据标准及信息保/K | 灾难恢复的政策和/K | 监督公/S | 信息系统设备、网/K,信息安全/K | 编制/S | 数据标准/K | 信息保密制度/K | 灾难恢复/K | 监督/S | 信息系统设备/K | 网络设备/K,,补全半词；拆开并列,
1948-s0005,todo,阿里云公开数据集,"', '6、负责团队建设与管理，以及团队成员的培养；",团队建设与管理/T | 及团队成员的培养/T,团队建设/T | 管理/S | 培养/S,,拆开并列；管理和培养是可执行技能归S,
1948-s0007,todo,阿里云公开数据集,"', '2、5年以上工作经验，3年以上IT经理工作经验，机械等制造行业优先；",工作经验/T | IT经理工作/K | 机械等制/K,机械/K | 制造/K,,移除年限；拆开领域知识,
1948-s0008,todo,阿里云公开数据集,"', '3、有较强的信息规划能力，能提出合理化建议，成为IT方面的设计、执行和决策者，对信息技术市场具有一定敏锐度，对公司信息化技术发展提供决策性的建议；",信息规划能力/S | 能提出合理化建议/S | 设计/S | 执行和决策/S | 信息技术市/K | 敏锐度/T | 信息化技术发/K | 提供决策性的建议/S,信息规划能力/S | 提出合理化建议/S | 设计/S | 执行/S | 决策/S | 信息技术市场/K | 敏锐度/T | 信息化技术/K | 提供决策性的建议/S,,补全半词，拆分并列,
1948-s0009,todo,阿里云公开数据集,"', '4、熟悉公司运营业务及相关流程，主导过大、中型系列产品及技术开发；",运营业务及相关流/K | 技术开发/S,运营业务/K | 相关流程/K | 技术开发/S,,补全半词，拆分并列,
1948-s0010,todo,阿里云公开数据集,"', '5、有较强的信息系统开发、维护管理和分析能力；",信息系统开发、维/S,信息系统开发/S | 维护/S | 管理/S | 分析能力/S,,补全半词，拆分并列,
1948-s0011,todo,阿里云公开数据集,"', '6、有ERP相关经验优先；",ERP相关/K,ERP/S,,ERP是工具/系统，归S,
1949-s0000,todo,阿里云公开数据集,"[' ', ' ', ' ', '\xa0 \xa0 协助客服团队订单处理', ' ', ' ', '\xa0 \xa0\xa0 协助采购和物流团队的团队的订单处理和发货安排', ' ', ' ', '\xa0 \xa0 协助客户订单状态更新，库存分析，预测合并，发货跟进。",订单处理'/S | 和发货安排'/S | 订单状态更新，库/S,订单处理/S | 发货安排/S | 订单状态更新/S | 库存分析/S | 预测/S | 发货跟进/S,,删除引号，补全半词，拆分并列,
1949-s0002,todo,阿里云公开数据集,"', ' ', ' ', '\xa0 \xa0\xa0 更新客户价格表和样品表', ' ', ' ', '\xa0 \xa0\xa0 处理一些紧急任务如：投诉日志更新，工艺验证和与运维团队和客户的跟踪等。",更新客/S | 处理一/S | 投诉日志更新，工/S | 和客户的跟踪等/S,更新客户价格表/S | 投诉日志更新/S | 工艺验证/S | 跟踪/S,,补全半词，拆分并列,
1949-s0003,todo,阿里云公开数据集,"', ' ', ' ', ' ', ' ', '本科以上学历，有', '年客户服务', '订单处理经验优先，优秀应届毕业生、毕业生也可以。",客户服务'/K | 订单处理经验/S,客户服务/K | 订单处理/S,,删除引号，补全半词,
1950-s0000,todo,阿里云公开数据集,"['岗位职责：', '1、负责微软相关系统（AD、Office365、Shell、Exchange、Ca认证等）的提案、设计、实施以及后续维护', '2、配合营业一起向客户说明O365的技术、用途、优点等。",AD、Office365、Shell、Exchange/S | 提案/S | 设计/S | 实施/S | 后续维护'/S | 营业一/T | 说明O365的技术、用/S,AD/S | Office365/S | Shell/S | Exchange/S | Ca认证/S | 提案/S | 设计/S | 实施/S | 维护/S | 说明/S,,拆分并列工具，删除半词和无关词,
1950-s0001,todo,阿里云公开数据集,"', '岗位要求：', '1、熟悉微软相关系统及应用，如域控、Exchange、O365的应用、部署等；",微软相关系统及应/K | 域控/K | O365的应/K,微软相关系统及应用/K | 域控/S | Exchange/S | O365/S | 部署/S,,补全半词；域控/Exchange/O365是具体工具或系统，归S；应用和部署是可执行技能,
1950-s0002,todo,阿里云公开数据集,"', '2、对云服务有深入的了解，有相关的实施经验优先。",云服务有/K | 了解/K | 经验优/S,云服务/K | 实施/S,,删除了解等动词；云服务是领域知识归K；实施是技能归S；删除经验优先的口号词,
1950-s0003,todo,阿里云公开数据集,"', '3、了解当前流行IT技术，如信息安全、云服务、等。",当前流行IT技/K | 信息安全/K | 云服务/K,IT技术/K | 信息安全/K | 云服务/K,,补全半词；当前流行是修饰词不标；IT技术、信息安全、云服务都是领域知识,
1951-s0000,todo,阿里云公开数据集,['1、负责中间件日常运维规范及标准的制定和完善（包括但不限于配置参数、监控阈值）；,中间件日常运维规/S | 配置参数/K | 监控阈/K,中间件/K | 运维/S | 配置参数/K | 监控阈值/K,,补全半词；中间件是领域知识；运维是技能；配置参数和监控阈值是知识,
1951-s0002,todo,阿里云公开数据集,"', '3、负责中间件组件的故障原因定位、故障处理、闭环管理；",故障原因定位、故/S,中间件/K | 故障处理/S,故障定位,补全半词并拆分；中间件是知识；故障定位和处理是技能,
1951-s0003,todo,阿里云公开数据集,"', '4、负责对中间件进行性能容量数据分析、评估优化；",数据分析/S | 优化/S,中间件/K | 性能容量数据分析/S | 评估/S | 优化/S,,中间件是知识；分析、评估、优化是技能,
1951-s0005,todo,阿里云公开数据集,"', '【任职要求】：', '1、全日制本科（含）以上，计算机软件或计算机相关专业；",计算机软件或计算/K,全日制本科/K | 计算机软件/K | 计算机相关专业/K,,补全半词并拆分；学历和专业都是K,
1951-s0007,todo,阿里云公开数据集,"', '3、熟练使用Linux操作系统，具备良好的系统性能调优和排障经验；",使用Linux操作系统/S | 系统性能调优和排/S,Linux操作系统/S | 系统性能调优/S | 排障/S,,补全半词；Linux是工具归S；调优和排障是技能,
1951-s0008,todo,阿里云公开数据集,"', '4、熟悉Nginx、MQ、ES、Redis、Kafka、keepalived、haproxy、', '5、熟悉容器docker、k8s技术；",容器docker/S | k8s技术/S,docker/S | k8s/S,,容器docker是半词，拆出docker；k8s技术去掉技术二字,
1951-s0011,todo,阿里云公开数据集,"', '8、抗压能力强，能从容应急处理突发事件，快速恢复业务。",抗压能力强/T | 应急处理突/S | 快速恢复业/S,抗压能力/T | 应急处理/S,,抗压能力强去掉强字；应急处理突、快速恢复业都是半词，删除,
1951-s0012,todo,阿里云公开数据集,"', '9、具有事件根本原因深度探究的精神和能力，能够彻底解决问题。",事件根本原因深度/T | 能力/T | 解决问题/S,解决问题/S,,事件根本原因深度探究、能力都是半词或泛化词，删除；保留解决问题,
1952-s0000,todo,阿里云公开数据集,['1、配合用户对IDC机房服务器、存储、网络及其他运营设备进行安装、维护、故障处理等工作；,服务器、存储、网/K | 安装/S | 维护/S | 故障/S,安装/S | 维护/S | 故障处理/S,,服务器、存储、网是半词删除；故障补全为故障处理,
1952-s0001,todo,阿里云公开数据集,"', '2、负责IDC机房设备上/下架，服务器的系统安装（windows、linux）、应用安装等；",IDC机房/K | 服务器的系统安装/S | 应用安装等/S,系统安装/S | 应用安装/S,Windows | Linux,IDC机房是领域背景非技能；服务器的系统安装是半词，拆出系统安装；应用安装等去掉等字；拆出Windows和Linux,
1952-s0004,todo,阿里云公开数据集,"', '4、负责IDC、网络和服务器运行状况的监控和分析；",监控和分析/S,监控/S | 分析/S,,监控和分析拆开,
1952-s0006,todo,阿里云公开数据集,"', '任职条件：', '1、计算机相关专业，一年以上相关工作经验者优先', '2、熟知Windows、Linux服务器操作系统的安装,维护', '3、熟悉思科华为等交换机的基本配置', '4、熟知服务器、网络设备的故障排查，备件的更新和保修', '5、吃苦耐劳热爱网络相关工作，打算今后从事网络相关工作', '选择网科的理由', '1)、个性化培训体系:企业将为每个新入职成员提供为期一周的培训;",相关专业/K | 相关工作经验/K | 熟知Windows/K | 服务器操作系统的/K | 维护'/S | 的基本配置'/S | 的故障排查，备件/S | 热爱网/T | 打算今/T | 从事网/T | 培训体/S,计算机相关专业/K | Windows/S | Linux/S | 安装/S | 维护/S | 思科/S | 华为/S | 交换机/S | 故障排查/S | 吃苦耐劳/T,,相关专业补全为计算机相关专业；熟知Windows等半词拆出具体技术；服务器操作系统的等半词删除；的基本配置等半词删除；的故障排查补全；热爱网等打算今从事网等培训体都是半词删除；吃苦耐劳保留,
1953-s0000,todo,阿里云公开数据集,"['职位描述：', '1. 负责网络以及服务器的网络设置、维护和优化、网络的安全监控 、系统性能管理和优化、网络性能管理和优化', '2. 负责设计和部署生产，测试环境（包含大数据生产环境），监控预警和持续优化；",网络设置/S | 维护和/S | 系统性能管理和优/S | 网络性能管理和优/S | 设计和部署生/S | 大数据生产环境）/K | 监控预警和持续优/S,网络设置/S | 维护/S | 优化/S | 系统性能管理/S | 网络性能管理/S | 设计/S | 部署/S | 监控预警/S,网络安全监控,维护和是半词改为维护；系统性能管理和优、网络性能管理和优都是半词，分别拆出管理部分；设计和部署生是半词拆开；大数据生产环境是背景删除；监控预警和持续优是半词改为监控预警,
1953-s0001,todo,阿里云公开数据集,"', '3. 负责生产环境的应用安全，数据安全和网络安全，确保生产环境有7*24小时的持续运作能力', '4. 负责IT故障、疑难问题排查处理，编制汇总故障、问题，定期提交汇总报告；",生产环境的应用安/K | 的持续运作能力'/S | IT故障/K | 疑难问题/K | 定期提交汇总报告/S,应用安全/K | 数据安全/K | 网络安全/K | 故障/K | 问题排查处理/S | 编制汇总/S,,补全半词，拆分并列，删掉持续运作能力（职责描述），删掉定期提交（包含职责动词）,
1953-s0002,todo,阿里云公开数据集,"', '5.负责日常桌面运维和IT固定资产维护及监控，提供IT软硬件方面的服务和支持，保证系统稳定。",日常桌面运维和IT/S | IT软硬件方面的服/S,桌面运维/S | 固定资产维护/S | 监控/S,,补全半词，拆分并列，删掉IT（非技能实体）,
1953-s0004,todo,阿里云公开数据集,"', '2.1年以上网络系统集成相关技术支撑，维护经验；",网络系统集成相关/K | 技术支撑，维护经/S,网络系统集成/K | 技术支撑/S | 维护/S,,补全半词，拆分并列,
1953-s0007,todo,阿里云公开数据集,"', '4. 具备网络故障的分析、判断、解决能力；",判断/S | 解决能/S,网络故障/K | 分析/S | 判断/S | 解决能力/T,,补全半词，拆分并列，解决能力是软技能,
1953-s0009,todo,阿里云公开数据集,"', '6. 持有CCNP、CCIE证书者优先；",CCIE证书/K,CCNP/K | CCIE/K,,拆分并列证书，只标证书名称,
1954-s0000,todo,阿里云公开数据集,"['工作职责：', '1、全日制正规院校中专以上学历，通信、电子工程、自动化、计算机等相关工科专业；",通信/K | 电子工程/K,中专以上学历/K | 通信/K | 电子工程/K | 自动化/K | 计算机/K,,拆分并列专业，补充学历,
1954-s0001,todo,阿里云公开数据集,"', '2、能够独立组织项目技术管理，并能做好项目协调、安装工作；",组织项/S | 技术管理/K | 做好项/S | 协调/T | 安装工作/T,项目技术管理/S | 项目协调/T | 安装/S,,补全半词，项目协调是软技能，安装是可执行技能,
1954-s0002,todo,阿里云公开数据集,"', '4、具有电工证或UPS安装调试经验，掌握电气知识、能够看懂线路图纸者优先；",电工证或UPS安装调/S | 电气知识/K | 看懂线路图纸者优/S,电工证/K | UPS安装调试/S | 电气知识/K | 看懂线路图纸/S,,补全半词，拆分并列，电工证是证书归K,
1955-s0000,todo,阿里云公开数据集,"['岗位职责：', '1、\xa0建立公司IT网络管理操作规范，建立和管理公司计算机及IT设备技术档案；",建立公/S | 管理操/S,[],,岗位职责句，不标,
1955-s0001,todo,阿里云公开数据集,"', '2、\xa0根据公司发展战略，逐步拓展信息系统管理规范和深度，充分发挥信息化在企业管理中的积极作用；",拓展信/S | 分发挥信/S,[],,岗位职责句，不标,
1955-s0004,todo,阿里云公开数据集,"', '5、\xa0面向公司内部，提供标准化IT服务（桌面服务、技术咨询、会议支持等）；",标准化IT服务（桌/S,技术咨询/S | 会议支持/S,,拆分并列的服务技能,
1955-s0006,todo,阿里云公开数据集,"', '任职要求：', '1、计算机相关专业本科毕业，5年以上IT运维工作经验，3年以上团队管理经验（大型互联网企业背景优先）；",计算机相关专业本/K | IT运维工作/K | 团队管理经验/T,计算机相关专业/K | 本科/K | IT运维/S | 团队管理/S,,专业和学历分开；IT运维是技能；团队管理是可执行技能,
1955-s0007,todo,阿里云公开数据集,"', 'f2、熟悉Linux操作系统、常用命令，流行开源软件安装部署和运维；",Linux操作系统、常用/S | 运维/S,Linux/S | 开源软件安装部署/S | 运维/S,,Linux是工具；拆分技能,
1955-s0009,todo,阿里云公开数据集,"', '4、面对问题能独立思考指导团队快速解决并事后复盘的能力，逻辑清晰沟通能力优秀。",独立思考指/T | 解决并事后复盘的/S | 逻辑清晰沟/T,独立思考/T | 逻辑清晰/T | 沟通能力/T,,软技能拆分,
1956-s0001,todo,阿里云公开数据集,"', '2、对公司管理系统、app及网站进行测试与维护；",系统/K | app及网站进/K | 测试与维护/S,测试/S | 维护/S,,只标技能动作,
1956-s0002,todo,阿里云公开数据集,"', '3、建立监控系统和备份体系，对服务器和各业务系统进行状态监控、数据监控、实施备份、启动预警机制、故障处理等；",监控系统和备份体/S | 服务器和各业务系/K | 状态监控/S | 数据监/S,监控系统/S | 备份/S | 状态监控/S | 数据监控/S | 故障处理/S,,拆分并列技能,
1956-s0003,todo,阿里云公开数据集,"', '4、负责公司内部IT资源的运营管理，IT运维（设备，服务/应用，数据库，资产，信息安全）等；",IT资源的运营管理/S,IT资源的运营管理/S | IT运维/S,,拆分并列能力,
1956-s0004,todo,阿里云公开数据集,"', '5、日常桌面系统维护、桌面基础网络支持、桌面终端的硬件维护；",桌面系统维护、桌/S,桌面系统维护/S | 桌面基础网络支持/S | 桌面终端的硬件维护/S,,补全半词并拆分并列,
1956-s0005,todo,阿里云公开数据集,"', '6、视频会议、电话会议运维及维护等会议支持服务。",视频会议/S | 电话会/S,视频会议/S | 电话会议运维/S | 维护/S,,补全半词并拆分,
1956-s0008,todo,阿里云公开数据集,"', '3、熟悉桌面终端设备的安装，配置，调试和故障处理；",桌面终端设备的安/S,安装/S | 配置/S | 调试/S | 故障处理/S,,"补全半词,拆分并列技能",
1956-s0009,todo,阿里云公开数据集,"', '4、有一定的网络基础，能处理诊断并处理小型局域网的故障；",网络基础/K | 诊断并处理小型局/S,网络基础/K | 处理/S | 诊断/S,,补全半词并拆分,
1956-s0010,todo,阿里云公开数据集,"', '5、强烈的责任心，面对压力具备分析和解决问题的能力，较强的沟通能力和协作精神。",分析和解决问题的/T | 沟通能力和协作精/T,责任心/T | 分析和解决问题的能力/T | 沟通能力/T | 协作精神/T,,补全半词并拆分并列特质,
