n,cross_split,locations,text_preview
3,0,test:1989-s0006|test:1989-s0007|test:1989-s0008,二、公示公示时间为2023年8月18日至8月24日（5个工作日）。
3,0,test:1989-s0009|test:1989-s0010|test:1989-s0011,"在公示期限内，可通过来信、来电、来访等形式，向华富街道办事处反映公示对象的情况和问题（地址:深圳市福田区皇岗路莲花一村华富街道办事处综合楼202室,联系电话:0755-8325 9233，受理时间:工作日上午9:00-12:00,下午2:0"
3,0,test:1989-s0012|test:1989-s0013|test:1989-s0014,反映情况和问题应实事求是，客观公正。
3,0,test:1989-s0015|test:1989-s0016|test:1989-s0017,为便于核实、反馈有关情况，提倡反映人提供真实姓名、联系方式或工作单位。
3,0,test:1989-s0018|test:1989-s0019|test:1989-s0020,我们将严格遵守工作纪律，履行保密义务。
3,0,test:1989-s0021|test:1989-s0022|test:1989-s0023,经调查属实并影响选用，取消选用资格。
3,0,test:1989-s0024|test:1989-s0025|test:1989-s0026,三、体检（一）体检时间考生于2023年8月21日前完成。
3,0,test:1989-s0027|test:1989-s0028|test:1989-s0029,无正当理由不按时参加体检的，取消选用资格。
3,0,test:1989-s0030|test:1989-s0031|test:1989-s0032,（二）体检医院广州中医药大学深圳医院。
3,0,test:1989-s0033|test:1989-s0034|test:1989-s0035,地址:深圳市福田区北环大道6001号综合楼一楼体检中心。
2,0,test:1989-s0036|test:1989-s0037,咨询电话:0755-8354 8611、0755-8354 9999。
2,0,test:1989-s0038|test:1989-s0039,（三）体检项目“招工体检”套餐+血常规。
2,0,test:1989-s0040|test:1989-s0041,（四）注意事项1.体检费用由考生自理。
2,0,test:1989-s0042|test:1989-s0043,2.其他医疗单位的检查结果，一律不作为判断体检合格的依据。
2,0,test:1989-s0044|test:1989-s0045,3.考生需准备有效居民身份证及近期大一寸免冠彩色照片参加体检。
2,0,test:1989-s0046|test:1989-s0047,"4.考生在医院服务台开单缴费时出示本公告,并说明体检项目,以防漏项。"
2,0,test:1989-s0048|test:1989-s0049,"5.体检前一天注意休息,切勿熬夜,不要饮酒,避免剧烈运动。"
2,0,test:1989-s0050|test:1989-s0051,"体检当天需要进行采血等检查,请在受检前禁食8-12小时。"
2,0,test:1989-s0052|test:1989-s0053,"6.体检严禁弄虚作假,因隐瞒病史等影响体检结果或存在其他违纪违规行为的取消选用资格。"
2,0,test:1989-s0054|test:1989-s0055,四、政审考生在进入体检人员名单公布后2日内自行办理无犯罪记录证明。
2,0,test:1989-s0056|test:1989-s0057,凡是存在违反党纪和职务违法、违反法律法规及相关规定、道德品行不佳等情形的，一律不得选用。
2,0,test:1989-s0058|test:1989-s0059,五、其他事项（一）经体检合格、政审合格及公示没有投诉、经查投诉不实或投诉属实但不影响选用，且不违反关于选用有关规定的，确定为拟用人选。
2,0,test:1989-s0060|test:1989-s0061,递交入职材料时间另行通知。
2,0,test:1989-s0062|test:1989-s0063,（二）本次招聘由深圳市福田鸿博人力资源有限公司负责联系考生事宜。
2,0,test:1989-s0064|test:1989-s0065,考生提供的联系电话应准确无误，确保能及时联系。
2,0,test:1989-s0066|test:1989-s0067,因提供错误联系信息或无法及时联系造成的后果由考生本人承担。
2,0,test:1989-s0068|test:1989-s0069,（三）其他未尽事宜以《深圳市福田区2023年7月公开选用机关事业单位辅助人员和社区专职工作者公告》为准。
2,0,test:1989-s0070|test:1989-s0071,（四）咨询电话:0755-8325 9233，咨询时间:工作日上午9:00-12:00，下午2:00-6:00。
2,0,test:1989-s0072|test:1989-s0073,附件：华富街道办2023年7月公开选用机关事业单位辅助人员和社区专职工作者总成绩及入围体检名单深圳市福田区华富街道办事处2023年8月17日
2,0,test:1990-s0000|test:1990-s0001,中国水产科学研究院黑龙江水产研究所是我国成立最早、北方地区唯一的国家级淡水水产科研机构，创建于1950年，隶属于农业农村部中国水产科学研究院，所本部驻地黑龙江省哈尔滨市，主要从事淡水鱼类特别是冷水性鱼类及寒冷地区鱼类的研究。
2,0,test:1990-s0002|test:1990-s0003,为加强人才队伍建设，优化岗位结构，现将2023年度第二批招聘岗位公告如下：一、招聘岗位及要求：共11个岗位（11人），具体要求详见下表：序号岗位名称岗位简介招聘人数招聘范围专业学历要求学位要求年龄要求4鱼类遗传育种利用遗传学分析方法，从事鲤
2,0,test:1990-s0004|test:1990-s0005,1高校毕业生、留学回国人员、博士后出站人员、社会在职人员等水产及生物类相关专业研究生博士35周岁以下5鱼类遗传育种从事鲤科鱼类实验鱼繁殖、养殖工作，在宽甸基地一线负责基地管理、科研工作1高校毕业生、留学回国人员、博士后出站人员、社会在职人员
2,0,test:1990-s0006|test:1990-s0007,负责车间鲟鳇鱼的驯化、苗种培育等工作1高校毕业生、留学回国人员、博士后出站人员、社会在职人员等水产、生物学、管理学及相关专业本科及以上无35周岁以下10水生动物病害防控病毒病防控技术研究，从事IHN及IPN等病毒病疫苗产业化技术研究1高校毕
2,0,test:1990-s0008|test:1990-s0009,（二）热爱渔业，爱岗敬业，事业心和责任感强，具有良好的团队协作和开拓创新精神；
2,0,test:1990-s0010|test:1990-s0011,（三）学习成绩优良或具有较为丰富的相关工作经验；
2,0,test:1990-s0012|test:1990-s0013,（四）身体健康，具有履行岗位职责的身体条件和心理素质；
2,0,test:1990-s0014|test:1990-s0015,（五）具备应聘岗位所需的专业、技能等相关条件。
2,0,test:1990-s0016|test:1990-s0017,三、招聘程序（一）报名：请报名者在9月1日前上网填写信息登记表（https://f.wps.cn/w/x1D1tjkT/或在文末扫码），并下载填写《黑龙江水产研究所2023年度公开招聘工作人员简历》（附件1），将电子版发至招聘邮箱hljzh
2,0,test:1990-s0018|test:1990-s0019,（二）资格审查：对报名人员的应聘资格条件进行审查。
2,0,test:1990-s0020|test:1990-s0021,遴选进入考试的人选，将电话通知本人。
2,0,test:1990-s0022|test:1990-s0023,（三）考试：当审查合格人选满足招考条件时，开始考试，考试内容包括笔试和面试，主要测试招聘岗位所需的专业知识、业务能力、工作技能、英语水平、写作能力等。
2,0,test:1990-s0024|test:1990-s0025,博士仅面试。
2,0,test:1990-s0026|test:1990-s0027,（四）考察、体检：根据考试表现，确定进入考察和体检人选。
2,0,test:1990-s0028|test:1990-s0029,（五）结果公示：综合考试考察情况确定拟录用人员，在我所网站上公示。
2,0,test:1990-s0030|test:1990-s0031,（六）签订聘用合同：公示无异议的人员，按规定办理入职手续。
2,0,test:1990-s0032|test:1990-s0033,四、注意事项（一）应聘者须严格按照格式如实提供个人简历和信息情况。
2,0,test:1990-s0034|test:1990-s0035,本人对填报信息的真实性负完全责任，弄虚作假的，取消应聘资格。
2,0,test:1990-s0036|test:1990-s0037,（二）请准确填写联系手机，确保联络畅通。
2,0,test:1990-s0038|test:1990-s0039,（三）请关注我所网站“人才队伍-人才招聘”栏目，及时了解考试安排、录用公示等相关信息。
2,0,test:1990-s0040|test:1990-s0041,五、相关待遇（一）一经录用，进入事业编制，按照国家有关规定实行聘用制，聘期内享受国家财政拨款事业单位的工资福利待遇。
2,0,test:1990-s0042|test:1990-s0043,（二）享受国家及黑龙江省规定的年休假、产假、婚假、探亲假等法定假期。
2,0,test:1990-s0044|test:1990-s0045,（三）在条件允许下为在哈无住房的单身职工提供临时性的宿舍。
2,0,test:1990-s0046|test:1990-s0047,（四）符合《新时代龙江人才振兴60条》政策的人才，协助申请A、B、C、D、E类人才300万元、150万元、70万元、35万元、15万元安家补贴。
2,0,test:1990-s0048|test:1990-s0049,（五）优秀博士请参阅黑龙江水产研究所引进博士人才的公告 https://www.hrfri.ac.cn/info/1276/6580.htm六、联系方式联系部门：中国水产科学研究院黑龙江水产研究所人事处联系地址：黑龙江省哈尔滨市道里区松发街
2,0,test:1991-s0000|test:1991-s0001,事业单位招聘考试网2023年08月23日讯：为贯彻落实省卫生健康委、省委编办、省教育厅、省财政厅、省人力资源社会保障厅联合印发的《海南省实施大学生乡村医生专项计划工作方案》及《海南省卫生健康委员会关于落实允许大学毕业生免试申请乡村医生执业注
2,0,test:1991-s0002|test:1991-s0003,现就有关事项公告如下：一、招聘人数2023年全市拟招聘大学生乡村医生18名(详见附件1)。
2,0,test:1991-s0004|test:1991-s0005,二、招聘条件(一)招聘对象。
2,0,test:1991-s0006|test:1991-s0007,具有海南省户籍或生源地为海南省的全日制大专以上学历的临床医学、中医学类、中西医结合类等医学专业2023年应届毕业生(含尚在择业期内未落实工作单位的2021年、2022年毕业生，不含村医定单定向生)。
2,0,test:1991-s0008|test:1991-s0009,(二)除规定的职位资格条件外，还应具备以下条件：1.具有中华人民共和国国籍;
2,0,test:1991-s0010|test:1991-s0011,2.遵守国家法律、法规，无违法、违纪行为;
2,0,test:1991-s0012|test:1991-s0013,3.具有良好的品行和职业道德;
2,0,test:1991-s0014|test:1991-s0015,4.身体健康，具有正常履行岗位职责的身体条件;
2,0,test:1991-s0016|test:1991-s0017,5.符合招聘职位所需的其他具体条件及资格要求。
2,0,test:1991-s0018|test:1991-s0019,(三)具有下列情形之一者，不得报考：1.尚未解除党纪、政纪处分或正在接受纪律审查的;
2,0,test:1991-s0020|test:1991-s0021,2.刑事处罚期限未满或涉嫌违法犯罪正在接受调查的;
2,0,test:1991-s0022|test:1991-s0023,3.在公务员招录、事业单位公开招聘中违纪违规且处理期限未满的;
2,0,test:1991-s0024|test:1991-s0025,4.公务员或事业单位工作人员处于试用期内或未满最低服务年限的;
2,0,test:1991-s0026|test:1991-s0027,5.失信被执行人;
2,0,test:1991-s0028|test:1991-s0029,6.按照《海南省事业单位公开招聘人员实施办法》(琼人社发〔2018〕516号)的相关规定应当回避的;
2,0,test:1991-s0030|test:1991-s0031,7.法律、法规规定的其他不得报考的情形。
2,0,test:1991-s0032|test:1991-s0033,三、招聘程序(一)招聘信息发布招聘公告通过琼海市人民政府门户网站(http://qionghai.hainan.gov.cn/)、琼海市卫生健康委员会微信公众号“健康琼海”向社会公布。
2,0,test:1991-s0034|test:1991-s0035,(二)现场报名及资格初审1.报名时间。
2,0,test:1991-s0036|test:1991-s0037,2023年8月24日至9月1日(周六、周日除外);
2,0,test:1991-s0038|test:1991-s0039,2. 报名地点。
2,0,test:1991-s0040|test:1991-s0041,琼海市嘉积镇爱华东路130号，琼海市卫生健康委员会1楼农卫科;
2,0,test:1991-s0042|test:1991-s0043,3.报名方式。
2,0,test:1991-s0044|test:1991-s0045,本次招聘采用现场报名的方式进行。
2,0,test:1991-s0046|test:1991-s0047,有意从事乡村医生的医学专业高校毕业生，按照招聘需求表(附件1)填写招聘报名表(附件2)，并携带所需材料参加报名。
2,0,test:1991-s0048|test:1991-s0049,4.报名材料。
2,0,test:1991-s0050|test:1991-s0051,(1)申请人毕业证原件和复印件;
2,0,test:1991-s0052|test:1991-s0053,(2)申请人身份证、户口本原件和复印件;
2,0,test:1991-s0054|test:1991-s0055,(3)近期2寸个人免冠正面蓝底照片2张;
2,0,test:1991-s0056|test:1991-s0057,(4)学信网出具的有效期内的《电子学历注册备案表》原件。
2,0,test:1991-s0058|test:1991-s0059,(5)《2023年琼海市大学生乡村医生专项招聘报名表》(详见附件2)。
2,0,test:1991-s0060|test:1991-s0061,5.资格审查。
2,0,test:1991-s0062|test:1991-s0063,资格审查在报名现场进行，主要对应聘人员的应聘资格进行审查。
2,0,test:1991-s0064|test:1991-s0065,(三)面试。
2,0,test:1991-s0066|test:1991-s0067,通过资格审查的考生进行面试，面试的具体时间、地点另行通知，请应聘人员保持手机畅通。
2,0,test:1991-s0068|test:1991-s0069,招聘按面试成绩由高分到低分依次录取，若中途有考生自愿放弃，可按面试成绩由高分到低分依次递补。
2,0,test:1991-s0070|test:1991-s0071,面试合格分数线为60分，达不到60分的考生，不予聘用。
2,0,test:1991-s0072|test:1991-s0073,(四)公示。
2,0,test:1991-s0074|test:1991-s0075,经面试被确定为拟录用人员，由市卫生健康委统一在琼海市人民政府门户网站和公众号“健康琼海”上进行公示，公示时间不少于5个工作日。
2,0,test:1991-s0076|test:1991-s0077,(五)体检。
2,0,test:1991-s0078|test:1991-s0079,按招聘事业单位人员体检要求组织公示无异议人员进行体检，体检费用由体检人员自行负责。
2,0,test:1991-s0080|test:1991-s0081,(六)聘用。
2,0,test:1991-s0082|test:1991-s0083,本次招聘进行统招统分，实行“市招镇管村用”，依据本人报名的意向和岗位报名情况面试后择优录取，市卫生健康委可结合全市实际情况进行统筹安排。
2,0,test:1991-s0084|test:1991-s0085,有意愿从事乡村医生工作的医学专业高校毕业生，经资格审查符合者，可免试注册《乡村医生执业证书》并聘用。
2,0,test:1991-s0086|test:1991-s0087,体检合格人员与招聘单位签订劳动合同，最低服务年限为3年(不含规培时间)。
2,0,test:1991-s0088|test:1991-s0089,原则上大学生乡村医生需在3年内考取执业(助理)医师资格。
2,0,test:1991-s0090|test:1991-s0091,四、待遇我市乡村医生待遇包括基本工资和绩效，缴纳社会保险(包括养老、医疗等)和公积金。
2,0,test:1991-s0092|test:1991-s0093,五、注意事项(一)应聘人员须对报名材料的真实性和完整性负责。
2,0,test:1991-s0094|test:1991-s0095,凡提供虚假材料的，一经查实，取消报名资格或聘用资格，已经聘用的予以解聘，并记录在案。
2,0,test:1991-s0096|test:1991-s0097,凡因未按招聘要求提供完整的相应证明材料导致未通过审核的，责任自行承担。
2,0,test:1991-s0098|test:1991-s0099,(二)应聘人员在公开招聘过程中有下列行为之一的，取消聘用资格;
2,0,test:1991-s0100|test:1991-s0101,构成犯罪的，依法追究刑事责任：1.伪造、涂改证件、证明，或者以其他不正当手段获取应聘资格的;
2,0,test:1991-s0102|test:1991-s0103,2.其他因应聘人员的原因造成聘用结果有失真实的情况。
2,0,test:1991-s0104|test:1991-s0105,六、纪律和监督对有弄虚作假行为的应聘人员，一经查实，立即取消应聘资格。
2,0,test:1991-s0106|test:1991-s0107,咨询电话：0898-62820133;
2,0,test:1991-s0108|test:1991-s0109,监督电话：0898-62822486。
2,0,test:1991-s0110|test:1991-s0111,(正常上班时间:8:00-11:30;
2,0,test:1991-s0112|test:1991-s0113,14:30-17:30)点击查看&gt;
2,0,test:1991-s0118|test:1991-s0119,1.2023年琼海市乡村医生需求岗位情况表.xlsx2.2023年琼海市大学生乡村医生专项招聘报名表.xlsx
2,0,test:1992-s0000|test:1992-s0001,因科室工作需要，现招聘总务科技术人员若干名，相关事宜如下：一、招聘条件1、遵纪守法、品行端正、身体健康，满足医院岗位要求。
2,0,test:1992-s0002|test:1992-s0003,2、男性，年龄40周岁以下。
2,0,test:1992-s0004|test:1992-s0005,3、水暖工：要求相关专业中专及以上学历，有中央空调维修工作经验。
2,0,test:1992-s0006|test:1992-s0007,4、吃苦耐劳，服从医院工作安排。
2,0,test:1992-s0008|test:1992-s0009,二、待遇待遇面议。
2,0,test:1992-s0010|test:1992-s0011,用工方式为劳务派遣。
2,0,test:1992-s0012|test:1992-s0013,三、报名方式有意者请于2023年8月31日前填写《江苏省省级机关医院招聘工作人员报名表》并将电子版发送至邮箱240261522@qq.com，邮件名：姓名+岗位。
2,0,test:1992-s0014|test:1992-s0015,四、联系方式联系人：周老师咨询电话：025-86635629附件：江苏省省级机关医院招聘工作人员报名表.doc江苏省省级机关医院2023年7月26日
2,0,test:1993-s0000|test:1993-s0001,北京协和医院张博研究员课题组招聘科研助理启示20230512023-07-042023-07-09 一、课题组与PI简介张博，博士，北京协和医院专职科研人员，中国医学科学院准聘助理教授，研究员/博士生导师。
2,0,test:1993-s0002|test:1993-s0003,本科毕业于北京大学医学部药学院（2007-2011），博士毕业于北京大学药学院/天然药物及仿生药物国家重点实验室（2011-2016）。
2,0,test:1993-s0004|test:1993-s0005,2016年入职北京协和医院医学科学研究中心。
2,0,test:1993-s0006|test:1993-s0007,研究方向主要为生物技术药物的基础和应用型研究，聚焦利用化学和生物学技术手段，开发以免疫细胞和细胞因子为基础的新型生物技术药物，用于实现免疫稳态的精准调控。
2,0,test:1993-s0008|test:1993-s0009,"以第一作者/通讯作者身份在Nature Biomedical Engineering, Annals of the Rheumatic Diseases, Cell Chemical Biology, Signal Transduction"
2,0,test:1993-s0010|test:1993-s0011,曾获北京市科技新星（2022），主持或作为科研骨干参与多项国家级课题和重大科技研发计划。
2,0,test:1993-s0012|test:1993-s0013,因课题工作需要，面向社会招聘全职科研助理1名。
2,0,test:1993-s0014|test:1993-s0015,二、岗位职责（1）负责课题组常规工作的实施与管理（2）研究生管理和相关分子生物学等实验内容三、任职条件（1）具有本科学位，分子生物学、免疫学、药学、基础医学、细胞生物学、生物信息学等相关专业毕业（2）擅长沟通和团队合作，能够处理课题组成立的
2,0,test:1993-s0016|test:1993-s0017,四、薪资待遇（1）薪资从优，签订劳动合同，缴纳五险一金。
2,0,test:1993-s0018|test:1993-s0019,（2）在科研助理岗位工作期间，如有意愿可提供继续深造的机会。
2,0,test:1993-s0020|test:1993-s0021,五、报名方式有意者请于2023年7月9日前将个人简历发送至联系邮箱，zhangbo98@pumch.cn（仅接收邮箱投递简历）应聘岗位一旦申请，就不能撤销，请确认后申报！
2,0,test:1993-s0022|test:1993-s0023,职位名称科研助理招聘类型全职招聘人数学历大学本科专业分子生物学、免疫学、药学、基础医学、细胞生物学、生物信息学等相关专业招聘科室医学科学研究中心工作地点北京其它要求科研助理全职大学本科分子生物学、免疫学、药学、基础医学、细胞生物学、生物信息
2,0,test:1994-s0000|test:1994-s0001,儋州市2023年公开招聘中小学教师公告（第十一号）根据《儋州市2023年公开招聘中小学教师公告（第一号）》有关规定，现将体检与考察和拟聘用人员相关情况予以公告：一、体检与考察情况经体检与考察，确定王鹏等6名考生为儋州市2023年公开招聘中小
2,0,test:1994-s0002|test:1994-s0003,二、拟聘用人员情况经体检与考察和组织选岗，儋州市2023年公开招聘中小学教师拟聘用人员名单（第二批）予以公告（详见附件2）。
2,0,test:1994-s0004|test:1994-s0005,公示时间：公示7天。
2,0,test:1994-s0006|test:1994-s0007,"如有异议,请于公示期内向儋州市教育局进行实名反映。"
2,0,test:1994-s0008|test:1994-s0009,"公示无异议,将按有关规定办理聘用手续。"
2,0,test:1994-s0010|test:1994-s0011,联系地址:儋州市那大镇中兴大街市直机关大楼12楼市教育局组织人事科。
2,0,test:1994-s0012|test:1994-s0013,监督电话:0898-23334285附件：1.儋州市2023年公开招聘中小学教师体检与考察合格人员名单（第二批）2.儋州市2023年公开招聘中小学教师拟聘用人员名单（第二批）儋州市教师招聘工作领导小组2023年8月31日附件1.儋州市202
2,0,test:1995-s0000|test:1995-s0001,根据《事业单位人事管理条例》、《关于创新优化人事管理政策支持高等学校高质量发展的意见》（吉人社联[2020]134号）、《关于科学做好2023年全省事业单位公开招聘工作的通知》（吉人社发〔2023〕49号）等有关规定，东北电力大学现面向社会
2,0,test:1995-s0002|test:1995-s0003,现将有关事宜公告如下：一、招聘计划本公告共招聘工作人员40名。
2,0,test:1995-s0004|test:1995-s0005,具体招聘岗位及其资格条件详见《2023年东北电力大学公开招聘工作人员岗位及其资格条件一览表（1号）》（附件1）。
2,0,test:1995-s0006|test:1995-s0007,二、报名资格条件（一）基本条件。
2,0,test:1995-s0008|test:1995-s0009,1.具有中华人民共和国国籍；
2,0,test:1995-s0010|test:1995-s0011,2.遵守中华人民共和国宪法、法律、法规；
2,0,test:1995-s0012|test:1995-s0013,3.具有良好的品行；
2,0,test:1995-s0014|test:1995-s0015,4.具备适应岗位要求的身体条件；
2,0,test:1995-s0016|test:1995-s0017,5.年龄一般在18周岁以上、35周岁以下（1987年7月3日至2005年7月3日期间出生），获得博士研究生学历人员年龄可放宽至40周岁以下。
2,0,test:1995-s0018|test:1995-s0019,年龄计算时间点均以7月3日为准（以本人身份证出生日期为准）。
2,0,test:1995-s0020|test:1995-s0021,符合岗位资格条件的2023年普通高校毕业生报考不受年龄限制。
2,0,test:1995-s0022|test:1995-s0023,（二）岗位条件。
2,0,test:1995-s0024|test:1995-s0025,符合岗位所需要的学历、专业、工作经历等其他条件，详见附件1。
2,0,test:1995-s0026|test:1995-s0027,（三）具备招聘岗位要求的其他资格条件。
2,0,test:1995-s0028|test:1995-s0029,1.定向、委培应届毕业生报考，须征得定向、委培单位同意；
2,0,test:1995-s0030|test:1995-s0031,2.招聘岗位条件要求具有初级及以上和中级及以上专业技术资格的，视其认定专业技术资格情况进行聘用。
2,0,test:1995-s0032|test:1995-s0033,（四）有下列情形之一的人员不得报考。
2,0,test:1995-s0034|test:1995-s0035,1.在公务员招考和事业单位公开招聘中被考试组织部门认定有严重违纪违规行为并在禁考期限内的人员；
2,0,test:1995-s0036|test:1995-s0037,2.被辞退未满五年的国家机关、事业单位公职人员；
2,0,test:1995-s0038|test:1995-s0039,3.在读的非2023年毕业生（2024年1月1日后取得毕业证、学位证的考生不视为2023年毕业生）；
2,0,test:1995-s0040|test:1995-s0041,4.现役军人；
2,0,test:1995-s0042|test:1995-s0043,5.“三支一扶”“大学生村官”等基层服务项目人员及公务员招录、事业单位招聘等未达到现工作地、单位或岗位要求最低服务年限的人员；
2,0,test:1995-s0044|test:1995-s0045,6.曾因犯罪受过刑事处罚的人员和曾被开除公职的人员，受到党纪政纪处分期限未满或者正在接受纪律审查的人员，处于刑事处罚期间或者正在接受司法调查尚未做出结论的人员；
2,0,test:1995-s0046|test:1995-s0047,7.按照法律法规规定不得聘用的其他情形的人员。
2,0,test:1995-s0048|test:1995-s0049,（五）回避。
2,0,test:1995-s0050|test:1995-s0051,事业单位公开招聘工作所有参与方以及可能影响公正的特定关系人需要回避的，参照《事业单位人事管理回避规定》执行。
2,0,test:1995-s0052|test:1995-s0053,三、报名与资格审查（一）报名方式。
2,0,test:1995-s0054|test:1995-s0055,报名由东北电力大学人才工作办公室受理，采取电子邮件报名方式进行。
2,0,test:1995-s0056|test:1995-s0057,（二）报名时间。
2,0,test:1995-s0058|test:1995-s0059,报名时间：2023年7月24日上午9：00至26日下午16：00。
2,0,test:1995-s0060|test:1995-s0061,报名电子邮箱和联系方式详见附件1。
2,0,test:1995-s0062|test:1995-s0063,（三）报名要求。
2,0,test:1995-s0064|test:1995-s0065,考生将报名材料在规定时间内按要求发送至招聘岗位相对应的电子邮箱，逾期不再受理，报名所需材料电子版压缩到一个文件，报名邮件及文件名称格式为：“东北电力大学1号公告-N号（公告中岗位序号）岗位-考生姓名”，如：东北电力大学1号公告-4号岗位-张
2,0,test:1995-s0066|test:1995-s0067,报名材料及要求如下：1.报名者须填写《2023年东北电力大学公开招聘工作人员报名表》（附件2）及近期正面1寸免冠照片，文件命名为：“1-1身份证（张三）”；
2,0,test:1995-s0068|test:1995-s0069,2.有效身份证（正反面）扫描件（PDF格式），文件命名为：“2-1身份证（张三）”；
2,0,test:1995-s0070|test:1995-s0071,3.本、硕（博）毕业证、学位证及各层次相应的“教育部学籍在线验证报告”（最长有效期）扫描件（PDF格式），文件按顺序分别命名为：“3-1本科毕业证（张三）、3-2本科学位证（张三）、3-3本科学籍在线验证报告（张三）、3-4硕士毕业证（张三
2,0,test:1995-s0072|test:1995-s0073,4.在读2023年12月31日前毕业尚未取得学历学位证的考生，须提供由本校毕业生就业指导部门签署意见的毕业生就业推荐表；
2,0,test:1995-s0074|test:1995-s0075,留学回国人员报考的，除需提供规定的材料外，还要发送国家教育部留学人员服务中心出具的《国外学历学位认证书》，硕博连读（直博）者需提供硕博连读（直博）证明，相关材料文件命名方式按上述标准以“4-1材料名称”的格式命名；
2,0,test:1995-s0076|test:1995-s0077,5.招聘资格条件中要求的学习、工作经历证明扫描件（PDF格式），文件名为“5-1经历证明（张三）”；
2,0,test:1995-s0078|test:1995-s0079,6.招聘岗位要求政治面貌为中共党员的需提交入党志愿书及所在党组织开具的中共党员证明材料复印件，文件名为“6-1党员证明（张三）”；
2,0,test:1995-s0080|test:1995-s0081,7.具有招聘资格条件系列中级或高级专业技术职称的，另附职称证扫描件（PDF格式），文件名为“7-1职称证（张三）”；
2,0,test:1995-s0082|test:1995-s0083,8.以上所需的纸质版材料，报名人员须在面试前资格复查时送达相关证件原件；
2,0,test:1995-s0084|test:1995-s0085,9.请考生确保报名时所留联系电话畅通，以便通知有关事宜。
4,0,test:1995-s0086|test:1995-s0087|test:1999-s0084|test:1999-s0085,（四）资格审查。
2,0,test:1995-s0088|test:1995-s0089,由学校成立资格审查小组，依据招聘岗位设置的条件进行资格审查。
2,0,test:1995-s0090|test:1995-s0091,其中，专业条件主要依据教育部发布的《研究生学位授予和人才培养学科目录（试行）》《普通高等学校本科专业目录》《普通高等学校自设二级学科名单》《普通高等学校自设交叉学科名单》等相关目录审核，目录未涵盖的专业，根据实际情况由有关方面共同研究确认。
2,0,test:1995-s0092|test:1995-s0093,资格审查结果由招聘单位回复邮件或电话通知。
2,0,test:1995-s0094|test:1995-s0095,资格审查结果于报名结束后5个工作日内由招聘单位电话通知或回复电子邮件通知。
2,0,test:1995-s0096|test:1995-s0097,报名结束后5个工作日内未接到通知的考生，请在2个工作日内及时与招聘单位资格审查人员主动联系，否则因此影响考生应聘的，后果由考生自负。
2,0,test:1995-s0098|test:1995-s0099,（五）开考比例。
2,0,test:1995-s0100|test:1995-s0101,本次公告各岗位均不设开考比例。
2,0,test:1995-s0102|test:1995-s0103,四、招聘考试（一）考试采取面试的方式进行。
2,0,test:1995-s0104|test:1995-s0105,面试具体时间、地点和采取的面试方式待报名结束后通过邮件通知。
2,0,test:1995-s0106|test:1995-s0107,（二）面试实行百分制，当场打分，满分100分，及格线为60分。
2,0,test:1995-s0108|test:1995-s0109,为保证高等教育教学质量，本次招聘所有教师岗位均设置一般聘用控制分数线，分数为65分。
2,0,test:1995-s0110|test:1995-s0111,按招聘计划1:1的比例，教师岗位应聘人员面试成绩在及格分数线以上但未达到一般聘用控制分数线（即：面试成绩在60-65分之间）的，由招聘单位根据实际情况确定是否列为拟聘人选，结果报主管部门和省人社厅备案。
2,0,test:1995-s0112|test:1995-s0113,计算考生成绩时，保留小数点后两位。
2,0,test:1995-s0114|test:1995-s0115,面试前，由招聘单位对参加面试人员进行资格条件复审。
2,0,test:1995-s0116|test:1995-s0117,资格条件复审时，面试人员应按照招聘岗位资格条件要求提供本人身份证、准考证、毕业证、学历学位证（未颁发学历学位证的，持就业指导部门签署意见的毕业生就业推荐表）及岗位需求的其它材料原件。
2,0,test:1995-s0118|test:1995-s0119,经复审不符合报名资格条件的，取消面试人选资格。
2,0,test:1995-s0120|test:1995-s0121,（三）本公告同一岗位报名人数超过一个工作日面试人数最大值（一般为50人）时，视情况对报考该岗位考生进行两轮面试或加试等方式确定最终面试资格人选。
2,0,test:1995-s0122|test:1995-s0123,进行两轮面试或加试的岗位，最终面试资格人选依据招聘计划按首轮每组面试或加试成绩1:5确定。
2,0,test:1995-s0124|test:1995-s0125,取得面试资格的人选按规定程序参加最终面试，其首轮面试或加试成绩不作为总成绩计算权重，考生成绩以最终面试成绩为准。
2,0,test:1995-s0126|test:1995-s0127,考试成绩在东北电力大学人才工作办公室网站进行公布。
2,0,test:1995-s0128|test:1995-s0129,五、体检与考察面试结束后，在考试成绩达到及格线（或聘用控制分数线）以上的人员中，从高分到低分按招聘岗位人数1:1的比例确定参加体检人选。
2,0,test:1995-s0130|test:1995-s0131,如考生考试成绩相同的，按国家和我省有关规定符合优先聘用条件的优先聘用（如在我省参军入伍并服役期满、退出现役的自主就业退役大学生士兵考生在其服役期间荣立三等功及以上等）；
2,0,test:1995-s0132|test:1995-s0133,没有符合优先聘用条件的，以面试成绩高者优先（面试成绩仍相同的，采取面试加试的方式确定体检人选）。
2,0,test:1995-s0134|test:1995-s0135,体检在指定的医院进行，体检标准参照修订后的《公务员录用体检通用标准（试行）》并结合事业单位实际用人需求情况确定。
2,0,test:1995-s0136|test:1995-s0137,体检合格的考生，由用人单位对其政治思想、道德品质、业务能力、工作实绩、遵纪守法等情况进行考察，并对其报考资格条件进行复查。
