id,domain,status,kimi_status,human_priority,doubao_n_dropped,codex,doubao,kimi,rule,sentence
1976-s0011,阿里云公开数据集,span_mismatch,pending,True,1,数据库/K | mysql/S | sqlserver/S,mysql/K | sqlserver/K | 数据库知识/K,,数据库相关/K | 基础知识/K | mysql，sqlserver等数据库知/S,"', '4、具备数据库相关的基础知识，有mysql，sqlserver等数据库知识的优先；"
1976-s0012,阿里云公开数据集,agree_empty,pending,False,1,[],[],,[],"', '5、能承受较大强度的工作任务和压力；"
1976-s0013,阿里云公开数据集,empty_mismatch,pending,True,1,[],客户服务意识/T | 敬业精神/T | 工作责任心/T | 团队协作精神/T | 人际关系处理能力/T | 应变能力/T,,客户服务意识及敬/T | 责任心强/T | 团队协作精神和人/T | 应变能力强/T,具备良好的客户服务意识及敬业精神，工作责任心强，有良好的团队协作精神和人际关系处理能力，表达和应变能力强；
1976-s0014,阿里云公开数据集,span_mismatch,pending,True,3,学习能力/T,学习能力/T | 共享/S,,学习能力/T | 接受新知识/S | 共享/S,"', '6、具备良好的学习能力，能不断接受新知识、新观念、新方法，并善于共享；"
1977-s0000,阿里云公开数据集,span_mismatch,pending,True,2,技术支持/S | 售前咨询/S,公司全线产品技术支持/S | 前期沟通/S | 售前咨询/S | 技术支持/S,,技术支持工作/S | 前期沟通/T | 售前咨/T | 引导客户需求并提/T,['1. 负责公司全线产品技术支持工作，主要包含前期沟通、售前咨询、技术支持，引导客户需求并提出建议方案；
1977-s0001,阿里云公开数据集,span_mismatch,pending,True,2,网络/K,网络监控态势感知/S,,网络监控态势感知/S,"', '2. 负责网络监控态势感知，实时监察网络状态，保障稳定运行；"
1977-s0002,阿里云公开数据集,span_mismatch,pending,True,4,产品设计/S | 网络/K,IDC产品设计/S,,IDC产品设计，公司/S,"', '3. 负责IDC产品设计，公司骨干网络的规划，预案，优化管理，保障骨干网可用率；"
1977-s0003,阿里云公开数据集,agree_empty,pending,False,1,[],[],,配合IT/T | 工作/S,"', '4. 支持配合IT部门其他项目的工作；"
1977-s0004,阿里云公开数据集,empty_mismatch,pending,True,2,网络/K,[],,规划网络及ICT环境/S,"', '5. 规划网络及ICT环境的运维计划；"
1977-s0005,阿里云公开数据集,span_mismatch,pending,True,1,交换/K,路由/K | 交换/K | 安全/K | 语音/K,,全系列产品/K | 路由/K | 交换/K | 安全/K,"', '【岗位要求】', '1.\xa0精通Cisco的全系列产品，包括路由、交换、安全和语音等;"
1977-s0006,阿里云公开数据集,empty_mismatch,pending,True,3,Huawei/K | 网络/K,[],,H3C、Huawei、Juniper等网络/K,"', '2.\xa0了解H3C、Huawei、Juniper等网络产品知识;"
1977-s0007,阿里云公开数据集,span_mismatch,pending,True,0,TCP/IP/S,TCP/IP/K | OSPF/K | BGP/K | IS-IS/K | 路由协议/K,,[],"', '3.\xa0熟悉TCP/IP、OSPF、BGP、IS-IS路由协议；"
1977-s0008,阿里云公开数据集,span_mismatch,pending,True,0,MPLS-VPN/K | 网络/K,L2TP/K | GRE/K | IPSEC/K | 隧道技术/K | MPLS/K | MPLS-VPN/K | RR/K | IPLC/K | IEPL/K | 主流SD-Wan网络/K,,IPSEC等隧道/K | 技术/K | MPLS-VPN/K | SD-Wan网络/K,掌握L2TP、GRE、IPSEC等隧道技术，精通MPLS/MPLS-VPN/RR/IPLC/IEPL技术，熟悉主流SD-Wan网络；
1977-s0009,阿里云公开数据集,span_mismatch,pending,True,0,COS/K,QOS/K | COS/K | 原理/K | 配置/S,,COS的原理与配/K,"', '4.\xa0熟悉QOS/COS的原理与配置；"
1977-s0010,阿里云公开数据集,span_mismatch,pending,True,0,网络/K | 波分设备安装调试/S,传输网络接入方式/K | ADSL/K | PON/K | DDN/K | SDH/K | MSTP/K | 波分设备安装调试/S | 电信光纤传输项目经验/S,,传输网络接入方式/K | 波分设备安装调试/S | 电信光纤传输项目/K,"', '5.\xa0熟悉传输网络接入方式:ADSL、PON、DDN、SDH、MSTP等，熟悉波分设备安装调试，具有电信光纤传输项目经验；"
1977-s0011,阿里云公开数据集,span_mismatch,pending,True,0,COS/K,QOS/K | COS/K | 原理/K | 配置/S,,COS的原理与配/K,"', '6.\xa0熟悉QOS/COS的原理与配置；"
1977-s0012,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],"', '7.\xa0任职过IT同行,电信,或ISP公司相同工作岗位5年以上；"
1977-s0013,阿里云公开数据集,span_mismatch,pending,True,1,CCNP/S | 证书/K,CCNP/K | CCIE证书/K,,CCNP或具有同等/S,"', '8.\xa0具备CCNP或具有同等的技术能力，CCIE证书者优先；"
1977-s0014,阿里云公开数据集,span_mismatch,pending,True,0,普通话/L | 英语读写/L | 粤语/L,普通话/L | 英语读写能力/L | 粤语/L,,普通话流/L | 英语读写能力/L | 粤语者/L,"', '9.\xa0普通话流利，良好的的英语读写能力，懂粤语者优先；"
1978-s0000,阿里云公开数据集,span_mismatch,pending,True,6,Devops/K | 自动化/K | 计算机/K | 数学/K | 相关专业/K,高可用/S | 资源共享动态调度/S | Devops/S | 自动化运维/S | 计算机/K | 数学/K | 相关专业/K,,构建公/S | 高可用，资源共享/S | Devops，自动化运维等/K | 的技术解决方案'/S | 公司框架级的/S | 产品经理共/K | 指导开发'/S | 计算机/K | 数学及相/K,"['岗位职责：', '1、构建公司PaaS研发平台，提供高可用，资源共享动态调度，Devops，自动化运维等功能', '2、构建公司研发技术栈，并提供不同场景下的技术解决方案', '3、负责公司框架级的工具研发', '4、与产品经理共同构建公司产品业务模型，指导开发', '技能要求:\xa0', '1、计算机、数学及相关专业，3年及以上工作经验；"
1978-s0001,阿里云公开数据集,span_mismatch,pending,True,0,架构设计/S | 多线程/K | 高并发/K | 系统架构/K,系统分析/S | 架构设计/S | 多线程/K | 高并发/K | 高可用性/K | 高扩展性/K | 系统架构设计/S,,系统分析与架构设/S | 多线程/K | 高并发/K,"', '2、具有丰富的系统分析与架构设计实践经验，熟悉多线程、高并发、高可用性、高扩展性系统架构设计；"
1978-s0002,阿里云公开数据集,span_mismatch,pending,True,0,spring/S | hibernate/S | mybatis/S | redis/S | zookeeper/S | mysql/S | hadoop/S | hbase/S | 大数据/K,spring/S | hibernate/S | mybatis/S | redis/S | zookeeper/S | jms/S | mysql/S | hadoop/S | hbase/S | 大数据相关技术/K,,"spring,hibernate,mybatis,redis/K | hadoop,hbase等大数据相/S","\xa0', '3、精通spring,hibernate,mybatis,redis,zookeeper,jms,mysql等,熟悉hadoop,hbase等大数据相关技术;"
1978-s0003,阿里云公开数据集,span_mismatch,pending,True,1,分布式/K | 微服务/K | spring/S,分布式架构原理/K | 微服务设计/S,,分布式架构原理/K | 微服务设计/S | spring\xa0cloud/S,"', '4、熟悉分布式架构原理，精通微服务设计,精通spring\xa0cloud，并在核心项目中有重点使用；"
1978-s0004,阿里云公开数据集,span_mismatch,pending,True,0,建模/S,DDD领域建模/K | scrum敏捷开发/S,,DDD领域建模与scrum敏/K,"', '5、有DDD领域建模与scrum敏捷开发经验；"
1978-s0005,阿里云公开数据集,span_mismatch,pending,True,1,理解SaaS构架/K,SaaS构架/K,,理解SaaS构架/K | 开发SaaS服务系统的/S,"', '6、理解SaaS构架，有开发SaaS服务系统的实际经验;"
1978-s0006,阿里云公开数据集,span_mismatch,pending,True,0,沟通协调能力/T | 责任心强/T | 团队合作意识/T,沟通协调能力/T | 责任心/T | 团队合作意识/T,,沟通协/T | 责任心强/T | 团队合作意/T,"', '7、具有良好的沟通协调能力，责任心强，有团队合作意识。"
1979-s0000,阿里云公开数据集,empty_mismatch,pending,True,3,保障所/S | 驻厂设备/K,[],,保障所/S | 驻厂设备及运行服/K,['1、根据公司要求，作为SPC服务的重要环节，保障所有驻厂设备及运行服务的安全稳定；
1979-s0001,阿里云公开数据集,type_only,pending,True,3,积极响应/T,积极响应/S,,协同，积极响应/T,"', '2、与运维、设备工程师等协同，积极响应，高效保障SPC新服务陆地；"
1979-s0002,阿里云公开数据集,agree_empty,pending,False,2,[],[],,[],"', '3、保守公司商业机密，技术工艺秘密等；"
1979-s0003,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],"', '4、负责完成总经理下达的其他任务。"
1979-s0004,阿里云公开数据集,span_mismatch,pending,True,1,相关专业/K | 学历/K,化工相关专业/K | 专科及以上学历/K,,化工相关/K,"', '岗位要求：', '1、生物、化工相关专业专科及以上学历；"
1979-s0005,阿里云公开数据集,agree_empty,pending,False,0,[],[],,[],"', '2、具备2年以上工作服务经验者优先；"
1979-s0006,阿里云公开数据集,span_mismatch,pending,True,1,英语/L,动手能力/S | 英语文献阅读能力/L,,动手能力/S | 英语文献阅读能力/L,"', '3、 具备较强的动手能力，具备一定的英语文献阅读能力和交流能力；"
1979-s0007,阿里云公开数据集,span_mismatch,pending,True,0,严谨/T | 责任感/T,细致/T | 严谨/T | 责任感/T,,严谨/T,"', '4、细致、严谨、富责任感；"
1979-s0008,阿里云公开数据集,span_mismatch,pending,True,1,沟通/T | 协调能力/T | 团队合作精神/T,协调能力/T | 团队合作精神/T,,沟通/T | 协调能/T | 团队合作精/T,"', '5.、有良好的沟通、协调能力和良好的团队合作精神。"
1980-s0000,阿里云公开数据集,empty_mismatch,pending,True,1,运维管理/S,[],,信息化系统的日常/K,"['岗位职责：', '1.\xa0负责信息化系统的日常运维管理；"
1980-s0001,阿里云公开数据集,empty_mismatch,pending,True,0,[],公司日常桌面运维支持/S,,运维支持/S,"', '2.\xa0公司日常桌面运维支持；"
1980-s0002,阿里云公开数据集,agree_empty,pending,False,1,[],[],,日常信息化系统的/S,"', '3.\xa0负责日常信息化系统的基础培训工作；"
1980-s0003,阿里云公开数据集,agree_empty,pending,False,1,[],[],,信息化项目的推广/K,"', '4.\xa0协助上级开展信息化项目的推广应用；"
1980-s0004,阿里云公开数据集,span_mismatch,pending,True,0,执行力强/T | 服务意识/T,执行力/T | 服务意识/T | 职业道德操守/T,,执行力强/T | 服务意识/T | 职业道德操守/T,"', '岗位要求：', '1.\xa0执行力强，具有较好的服务意识，良好的职业道德操守；"
1980-s0005,阿里云公开数据集,span_mismatch,pending,True,0,计算机专业/K | 办公软件/S,计算机专业知识/K | 办公软件/S,,计算机专业知识/K | 办公软件/S,"', '2.\xa0熟悉计算机专业知识，熟悉办公软件；"
1980-s0006,阿里云公开数据集,span_mismatch,pending,True,1,数据库/K | ERP/S | OA/S,数据库知识/K | OA系统/K,,数据库知识/K | ERP及OA系统有一定/K,"', '3.\xa0具备基本的数据库知识、对ERP及OA系统有一定的了解；"
1980-s0007,阿里云公开数据集,empty_mismatch,pending,True,0,[],客服能力/T,,客服能力者/T,"', '4.\xa0具有一定客服能力者优先考虑；"
1981-s0000,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],根据《响水县部分机关事业单位2023年7月公开招聘政府购买服务用工人员公告》，结合文化馆岗位的相关要求，现将专业化面试有关事项公告如下：一、面试时间、地点1.面试时间：2023年8月19日上午8:30；
1981-s0001,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],2.面试地点：响水县文化馆二楼电子阅览室（文化艺术中心馆），从文化艺术中心B区北门进。
1981-s0002,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],请考生于2023年8月18日下午2：30─6：00到面试地点（响水县文化馆）凭本人身份证领取面试通知书（联系电话：18912596009），具体面试集中时间及其他要求见面试通知书。
1981-s0003,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],二、面试形式及要求专业面试采取专业展示和专业考查相结合的方式进行。
1981-s0004,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],参加专业面试考生，按抽签顺序进行专业面试。
1981-s0005,事业单位招聘,empty_mismatch,pending,True,0,面试/S | 中专/K | 专业考查占/K,[],,专业考查占/K,面试现场评分，以百分制计分，其中专业展示占70%、专业考查占30%。
1981-s0006,事业单位招聘,agree_empty,pending,False,0,[],[],,创作一/S,（一）群文辅导员1（A08岗位）专业展示由考生根据专业及个人特长方向选择现场创作一幅书画作品（所需笔、纸、画架等材料均由考生自备），限时30分钟；
1981-s0007,事业单位招聘,empty_mismatch,pending,True,0,拍摄/S | PS/S,[],,进行外景采编/S | 拍摄一/S | 电脑设备修图/S | 安装PS修图软件）/S | 讲解拍/S,或现场进行外景采编，在指定区域范围内按要求拍摄一幅摄影作品，限时40分钟，并现场通过电脑设备修图，限时20分钟（摄影器材及电脑设备建议考生自备，考场提供备用设备：尼康D700，戴尔Yostro3400便携式笔记本，已安装PS修图软件），后针对作品讲解拍摄理念，限时3分钟。
1981-s0008,事业单位招聘,agree_empty,pending,False,0,[],[],,书画作品或摄影作/K | 现场点评/S,专业考查由考生根据专业及个人特长方向选择对评委提供的书画作品或摄影作品进行现场点评，限时8分钟。
1981-s0009,事业单位招聘,agree_empty,pending,False,0,[],[],,舞蹈或一/K | 声乐作品（/K,（二）群文辅导员2（A09岗位）专业展示由考生根据专业及个人特长方向自选一支舞蹈或一首声乐作品（无伴奏）展示；
1981-s0010,事业单位招聘,agree_empty,pending,False,0,[],[],,[],专业考查由考生选择器乐、歌舞、时装、戏曲等专业展示以外的项目进行展示，限时5分钟，道具除钢琴外自备。
1981-s0011,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],面试期间考生、评委及所有工作人员均实行封闭管理，全程录音、录像。
1981-s0012,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],面试成绩由主评委现场告知考生。
1981-s0013,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],三、总成绩计算专业面试满分100分，60分合格。
1981-s0014,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],按专业面试成绩占70%、笔试成绩占30%的比例计算应聘人员总成绩。
1981-s0015,事业单位招聘,agree_empty,pending,False,0,[],[],,[],四、纪律与监督公开招聘工作接受纪检部门现场监督，如发现违纪违规行为，按有关规定严肃处理。
1981-s0016,事业单位招聘,agree_empty,pending,False,0,[],[],,[],五、咨询、监督电话咨询电话：0515-89607588，0515-86888916。
1981-s0017,事业单位招聘,agree_empty,pending,False,0,[],[],,[],监督电话：0515-68020013。
1981-s0018,事业单位招聘,agree_empty,pending,False,0,[],[],,[],响水县人力资源和社会保障局响水县文化广电和旅游局响水县智胜人力资源有限公司2023年8月17日
1982-s0000,事业单位招聘,agree_empty,pending,False,0,[],[],,[],南京市人力资源和社会保障咨询服务中心电话咨询员招聘简章因工作需要，按照“公开、平等、竞争、择优”的原则，南京市人力资源和社会保障咨询服务中心面向社会公开招聘电话咨询员（劳务派遣）。
1982-s0001,事业单位招聘,agree_empty,pending,False,0,[],[],,人力资源和社会保/S,现将有关事项公告如下：一、单位性质南京市人力资源和社会保障咨询服务中心是南京市人力资源和社会保障局直属全额拨款事业单位，7×24小时面向社会提供人力资源和社会保障政策咨询服务等工作。
1982-s0002,事业单位招聘,agree_empty,pending,False,0,[],[],,[],二、招聘岗位南京市人力资源和社会保障咨询服务中心12333电话咨询员 7 名。
1982-s0003,事业单位招聘,span_mismatch,pending,True,0,敬业精神/T | 服务意识/T,遵纪守法/T | 品行端正/T | 敬业精神/T | 服务意识/T,,敬业精神和服务意/T,三、招聘条件1．遵纪守法，品行端正，身体健康，具有较强的敬业精神和服务意识。
1982-s0004,事业单位招聘,agree_spans,pending,False,0,大专及以上学历/K,大专及以上学历/K,,[],2．大专及以上学历，专业不限。
1982-s0005,事业单位招聘,agree_empty,pending,False,2,[],[],,轮班工作要求(含/T | 夜班）/T,3．年龄35周岁以下（1988年7月1日后出生），能适应轮班工作要求(含夜班）。
1982-s0006,事业单位招聘,span_mismatch,pending,True,1,普通话标准/L | 计算机/K,普通话/L | 口齿清晰/T | 计算机操作/S,,普通话标/L | 计算机操作/S | 使用常/S,4．普通话标准，口齿清晰，熟练掌握计算机操作，会使用常用办公软件；
1982-s0007,事业单位招聘,span_mismatch,pending,True,0,理解能力/T,倾听理解能力/T | 语言交流能力/T,,倾听理解能力、语/T,有较强的倾听理解能力、语言交流能力。
1982-s0008,事业单位招聘,empty_mismatch,pending,True,0,[],人力资源和社会保障工作/K | 咨询服务行业从业经历/K,,咨询服务行/K,5．人力资源和社会保障工作、咨询服务行业从业经历者同等条件下可优先。
1982-s0009,事业单位招聘,agree_empty,pending,False,0,[],[],,[],四、薪酬待遇薪资待遇月平均应发4000元左右（含个人缴纳“五险一金”），试用期2个月。
1982-s0010,事业单位招聘,agree_empty,pending,False,0,[],[],,[],保险福利：五险一金；
1982-s0011,事业单位招聘,agree_empty,pending,False,0,[],[],,[],享受年休假待遇；
1982-s0012,事业单位招聘,agree_empty,pending,False,0,[],[],,[],有年终绩效奖；
1982-s0013,事业单位招聘,agree_empty,pending,False,0,[],[],,期组织团队活动等/T,不定期组织团队活动等。
1982-s0014,事业单位招聘,agree_empty,pending,False,0,[],[],,[],五、录用方式应聘人员面试合格后进行体检及政审，体检及政审均合格后，与南京鼓楼人力资源有限公司签订劳动合同，劳务派遣至南京市人力资源和社会保障咨询服务中心工作。
1982-s0015,事业单位招聘,agree_empty,pending,False,0,[],[],,[],六、报名方式现场报名。
1982-s0016,事业单位招聘,empty_mismatch,pending,True,0,证书/K,[],,[],应聘人员请携带个人简历、身份证原件及复印件、毕业证书原件及复印件、一张一寸彩照。
1982-s0017,事业单位招聘,agree_empty,pending,False,0,[],[],,[],报名地址：南京市虎踞关8号-9号咨询电话：025-83701368（南京鼓楼人力资源有限公司）报名日期：2023年 7月31日 上午：9:00-11:30下午：13:00-17:00特别提醒：面试时间另行通知。
1982-s0018,事业单位招聘,agree_empty,pending,False,0,[],[],,[],招聘期间应保持通话畅通，联系不上则视为主动放弃应聘资格。
1982-s0019,事业单位招聘,agree_empty,pending,False,0,[],[],,[],南京市人力资源和社会保障咨询服务中心2023年7月28日
1983-s0000,事业单位招聘,span_mismatch,pending,True,0,生物技术/K | 博士/K | 研究生/K,生物技术/K | 环境与资源学院/K | 博士研究生/K,,生物技术（/K | 环境与资源学院岗/K | 博士研究生/K,岗位描述岗位名称生物技术（优青）招聘种类专任教师岗位类别Teaching post拟招人数5招聘单位环境与资源学院岗位职责岗位要求博士研究生。
1983-s0001,事业单位招聘,span_mismatch,pending,True,1,生物学/K,生物学/K | 生物育种技术/K | 植物病理学/K | 微生物学/K | 研究背景/K | 科研能力/S | 学术水平/K,,生物学（/K | 生物育种技术、植/S | 科研能力和较/T,应聘条件：生物学（0710），具有从事生物育种技术、植物病理学或微生物学研究背景，具有较强科研能力和较高学术水平，主持国家级科研项目或具有国外留学经历者优先。
1983-s0002,事业单位招聘,agree_empty,pending,False,0,[],[],,[],达到学校“优青”业绩水平。
1983-s0003,事业单位招聘,agree_empty,pending,False,0,[],[],,[],备注与生命科学学院、物理与材料工程学院共用5个招聘计划联系方式联系人朱老师、任老师电话0411-87645529、0411-87509391邮箱None办公地址None
1984-s0000,事业单位招聘,empty_mismatch,pending,True,0,问题未成年人/K,[],,问题未成年人的教/K,为进一步预防和减少我市未成年人违法犯罪，加强对问题未成年人的教育矫治，保护未成年人健康成长，预防和减少未成年人犯罪，切实保障广大未成年人的合法权益，我市成立儋州市正德学校。
1984-s0001,事业单位招聘,empty_mismatch,pending,True,0,公平/T | 竞争/T | 择优/T,[],,公开招/T | 号）规定和要求/K | 原则按/K | 德才兼备/T | 用人标准/K | 公平/T | 竞争/T | 择优/T,为进一步拓宽儋州市正德学校选人用人渠道，补充紧缺学科教师，根据《海南省事业单位公开招聘工作人员实施办法》（琼人社发〔2018〕516号）规定和要求，结合实际，现公告如下：一、招聘原则按照德才兼备，以德为先的用人标准，坚持“公开、公平、竞争、择优”的原则。
1984-s0002,事业单位招聘,agree_empty,pending,False,0,[],[],,[],二、招聘单位、职位、职数、资格条件及范围儋州市正德学校面向社会公开招聘中学教师11名（具体招聘岗位及数量见附件1）。
1984-s0003,事业单位招聘,agree_empty,pending,False,0,[],[],,[],三、基本条件（一）应聘人员应同时具备的条件：1.具有中华人民共和国国籍；
1984-s0004,事业单位招聘,agree_empty,pending,False,0,[],[],,[],2.坚持四项基本原则，热爱教育事业，品行端正，遵纪守法，为人师表，无违纪违法行为；
1984-s0005,事业单位招聘,agree_empty,pending,False,0,[],[],,教育教/K,3.身体健康，能胜任教育教学工作；
1984-s0006,事业单位招聘,agree_empty,pending,False,0,[],[],,[],4.年龄限在35周岁以下（1987年7月21日以后出生）。
1984-s0007,事业单位招聘,agree_empty,pending,False,0,[],[],,[],（二）有下列情况之一者，不得报名应聘：1.尚未解除党纪、政纪处分或正在接受纪律审查的；
1984-s0008,事业单位招聘,agree_empty,pending,False,0,[],[],,[],2.刑事处罚期限未满或涉嫌违法犯罪正在接受调查的；
1984-s0009,事业单位招聘,agree_empty,pending,False,0,[],[],,[],3.在公务员招录、事业单位公开招聘中违纪违规且处理期限未满的；
1984-s0010,事业单位招聘,agree_empty,pending,False,0,[],[],,[],4.公务员或事业单位工作人员处于试用期或未满最低服务年限的；
1984-s0011,事业单位招聘,agree_empty,pending,False,0,[],[],,[],5.失信被惩戒对象；
1984-s0012,事业单位招聘,agree_empty,pending,False,0,[],[],,[],6.我市在编教师；
1984-s0013,事业单位招聘,agree_empty,pending,False,0,[],[],,[],7.委培、定向及在编在岗人员，须征得所在单位和当地教育行政部门同意；
1984-s0014,事业单位招聘,agree_empty,pending,False,0,[],[],,[],8.法律、法规规定的其他不得报考的情形。
1984-s0015,事业单位招聘,agree_empty,pending,False,0,[],[],,[],四、资格条件具体岗位要求详见附件1。
1984-s0016,事业单位招聘,agree_empty,pending,False,0,[],[],,[],"五、招聘程序（一）发布招聘公告通过儋州市人民政府网向社会发布招聘公告,公告时间为7 天，2023年7月22日-7月28日。"
1984-s0017,事业单位招聘,agree_empty,pending,False,0,[],[],,[],本次招聘工作后续相关公告将在儋州市人民政府网发布，考生应及时关注。
1984-s0018,事业单位招聘,agree_empty,pending,False,0,[],[],,[],（二）报名及资格审查1.本次考试报名采取网上报名方式进行，不收取报名费。
1984-s0019,事业单位招聘,agree_empty,pending,False,0,[],[],,[],（1）网上报名时间：2023年7月29日9:00至8月4日12:00（节假日正常报名）。
1984-s0020,事业单位招聘,empty_mismatch,pending,True,0,http/S | php/S,[],,[],报考人员应在此期间登录网站：http://hnrczpw.pzhl.net/index.php/exam/?
1984-s0021,事业单位招聘,agree_empty,pending,False,0,[],[],,[],EXAMID=5181进行报名，逾期不予受理。
1984-s0022,事业单位招聘,agree_empty,pending,False,0,[],[],,[],（2）2023年8月4日12时后不再接受新用户报名。
1984-s0023,事业单位招聘,agree_empty,pending,False,0,[],[],,[],报考人员提交报名材料后，须在2023年8月4日12时前及时登录报名系统，查询资格审查结果，资格审核通过的，不得修改报考信息，资格审核未通过的应于2023年8月4日17时前补充材料重新提交，如资格审核仍未通过的，不能参加考试。
1984-s0024,事业单位招聘,agree_empty,pending,False,0,[],[],,[],系统将于2023年8月4日17时准时关闭。
1984-s0025,事业单位招聘,agree_empty,pending,False,0,[],[],,[],（3）报名时，报考人员应提交如下材料（网上报名提交电子材料需以jpg图片格式上传，图片大小不超过2MB）：① 《儋州市正德学校2023年公开招聘教师报名登记表》(详见附件2，贴照片并在报考人承诺书栏手写签名加按手印)。
1984-s0026,事业单位招聘,agree_empty,pending,False,0,[],[],,[],② 有效期内身份证正反面。
1984-s0027,事业单位招聘,agree_empty,pending,False,0,[],[],,[],③ 学历证书，应届毕业生可提供《承诺书》（附件3）进行报名。
1984-s0028,事业单位招聘,agree_empty,pending,False,0,[],[],,[],④ 相应教师资格证书，应届毕业生可提供《承诺书》（附件3）进行报名。
1984-s0029,事业单位招聘,agree_empty,pending,False,0,[],[],,[],⑤ 委培、定向及在编在岗人员，须上传所在单位和当地教育行政部门出具的同意报考证明（附件4）。
1984-s0030,事业单位招聘,agree_empty,pending,False,0,[],[],,[],⑥ 本人近期正面免冠彩色证件照片（1寸）。
1984-s0031,事业单位招聘,empty_mismatch,pending,True,0,证书/K,[],,[],⑦ 岗位所需的其他证书和材料。
1984-s0032,事业单位招聘,agree_empty,pending,False,0,[],[],,[],2.每位应聘人员只能填报一个岗位，多报无效，应聘人员要对填报信息的真实性负责，凡发现信息不真实的，取消其考试资格。
1984-s0033,事业单位招聘,agree_empty,pending,False,0,[],[],,[],资格审查只是对应聘人员网上提供材料的初步审查，应聘人员请在报名结束后，在报名系统查询是否通过资格审查。
1984-s0034,事业单位招聘,agree_empty,pending,False,0,[],[],,[],资格审核通过的，不得改报或再报其他职位。
1984-s0035,事业单位招聘,agree_empty,pending,False,0,[],[],,[],资格初审不合格者，不能参加考试。
1984-s0036,事业单位招聘,agree_empty,pending,False,0,[],[],,[],3.按招聘岗位数与应聘该岗位经初审符合条件人数的比例原则上不低于1:3方可进行笔试，未达到1:3比例的，相应核减该学科的招聘岗位数。
1984-s0037,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],（三）考试考试分为笔试和面试。
1984-s0038,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],笔试、面试的时间及地点另行通知。
1984-s0039,事业单位招聘,agree_empty,pending,False,0,[],[],,教育公共知识笔试/K | 专业基础知识笔试/K,1.笔试笔试科目为教育公共知识笔试和专业基础知识笔试，满分为100分。
1984-s0040,事业单位招聘,agree_empty,pending,False,0,[],[],,[],笔试形式为闭卷考试。
1984-s0041,事业单位招聘,agree_empty,pending,False,0,[],[],,[],（1）公布笔试成绩。
1984-s0042,事业单位招聘,agree_empty,pending,False,0,[],[],,[],笔试成绩在儋州市人民政府网公布。
1984-s0043,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,入围面试人员名单/S,（2）确定入围面试人员名单。
1984-s0044,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],市教师招聘工作领导小组按不低于参加笔试人员的笔试平均分（笔试平均分四舍五入精确到小数点后两位）划定笔试合格分数线，面试资格复审人选从笔试合格分数线以上的人员中，根据笔试成绩按1:3比例由高分到低分确定。
1984-s0045,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],末位出现并列的，一并进入面试资格复审。
1984-s0046,事业单位招聘,agree_empty,pending,False,0,[],[],,[],达不到规定比例的，按实际达到笔试合格分数线的应聘人员确定。
1984-s0047,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],因应聘人员自愿放弃或资格复审不合格等原因产生的空缺，从达到笔试合格分数线的考生中按照实际笔试成绩从高分到低分依次递补，并在面试前3天在儋州市人民政府网公布入围面试人员名单。
1984-s0048,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],2.入围面试人选需在规定时间内进行资格复审。
1984-s0049,事业单位招聘,agree_empty,pending,False,0,[],[],,[],考生按要求提供有关材料原件及复印件，工作人员现场进行审核。
1984-s0050,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,微格教学+答辩的/S | 基本功等方/S,3.面试面试采取微格教学+答辩的方式，主要测试考生的专业教学基本功等方面。
1984-s0051,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],面试满分为100分，合格分数线为60分，面试成绩达不到合格分数线的考生不予录用。
1984-s0052,事业单位招聘,empty_mismatch,pending,True,0,面试/S,[],,[],4.考试综合成绩笔试和面试满分均为100分，笔试成绩和面试成绩按6：4计算考试综合成绩，即考试综合成绩=笔试成绩×60%+面试成绩×40%（四舍五入精确到小数点后两位）。
1984-s0053,事业单位招聘,agree_empty,pending,False,0,[],[],,[],考试成绩在儋州市人民政府网公布。
1984-s0054,事业单位招聘,agree_empty,pending,False,0,[],[],,[],（四）考核与体检根据各岗位招聘数，按照考试的综合成绩从高分到低分的顺序以1:1比例确定考核体检对象（如报考同一岗位的有2名以上考生出现考试综合成绩相同时，其名次排列按以下办法确定：综合成绩相同的，按笔试成绩高低顺序排列；
